use,year_built,heated_sqft,site_address,city,zip,owner,owner_addr1,owner_addr2,owner_addr3,assessed_value,pin
OFC GROSS,1994,7364.0,222 STAR LN,,27513,WAKE STONE PROPERTY COMPANY ,PO BOX 190,KNIGHTDALE NC 27545-0190,,1649800,0765995368
OFC GROSS,1987,7347.0,2301 BLUE RIDGE RD,RALEIGH,27607,LRR NO 1 PROPERTIES LLC ,3109 RIVENDELL PL,WILMINGTON NC 28411-9687,,1337676,0785700679
CHURCH,1996,7334.0,2911 SW CARY PKWY,CARY,27513,COVENANT CHRISTIAN CHURCH DISCIPLES OF CHRIST ,2911 SW CARY PKWY,CARY NC 27513-8902,,2944306,0743957436
OFC GROSS,1996,7328.0,720 SE MAYNARD RD,CARY,27511,CS INVESTMENTS INC ,2325 SUNSET AVE,ROCKY MOUNT NC 27804-2529,,879862,0773042964
SNGL TEN,1982,7324.0,8606 JERSEY CT,RALEIGH,27617,6421 WESTGATE REALTY LLC ,6312 WESTGATE RD,RALEIGH NC 27617-4723,,1013859,0778123097
MULT TEN,1984,7320.0,717 E MARTIN ST,RALEIGH,27601,TRUSTEE FOR CHARLES EXUM IRREVOCABLE TRUST CHARLES EXUM IRREVOCABLE TRUST,127 LINCOLN CT,RALEIGH NC 27610-2636,,1211569,1713076854
OFC GROSS,1984,7316.0,4001 BARRETT DR,RALEIGH,27609,4001 BARRETT DRIVE LLC ,4001 BARRETT DR,RALEIGH NC 27609-6615,,1316917,1705964982
OFC GROSS,1981,7315.0,101 FOREST DR,KNIGHTDALE,27545,VOYAGE CAPITAL VENTURES LLC ,101B FOREST DR,KNIGHTDALE NC 27545-9603,,1368352,1754464299
MED OFC GROSS,1980,7310.0,1152 EXECUTIVE CIR,CARY,27511,HOUSE OF DREAMS LLC ,PO BOX 6365,RALEIGH NC 27628-6365,,1249663,0763435589
DAY CARE,2004,7301.0,7106 FORESTVILLE RD,KNIGHTDALE,27545,"WOODRUFF, ELIZABETH DARE WOODRUFF, MICHAEL C",5645 US 401 HWY S,YOUNGSVILLE NC 27596-8156,,1731744,1754390541
OFC GROSS,1983,7301.0,5108 OAK PARK RD,RALEIGH,27612,"5108 OAK PARK ROAD, LLC ",5108 OAK PARK RD STE A,RALEIGH NC 27612-3099,,764835,0786851706
CLUB HSE,2002,7292.0,971 HARP ST,RALEIGH,27604,HOUSING AUTHORITY CITY OF RALEIGH ,900 HAYNES ST,RALEIGH NC 27604-1462,,1213748,1704736228
OFC GROSS,1984,7290.0,2809 INDUSTRIAL DR,RALEIGH,27609,THOMPSON INVESTMENT GROUP II LLC ,2600 WAKE FOREST RD,RALEIGH NC 27609-7838,,605598,1715223405
VET CLIN,2003,7286.0,9500 FALLS OF NEUSE RD,RALEIGH,27615,CONLEY HOLDINGS AT FALLS POINTE LLC ,PO BOX 910,CREEDMOOR NC 27522-0910,,2644892,1718735864
MED OFC GROSS,1983,7284.0,310 S MAIN ST,ROLESVILLE,27571,LEN PROPERTIES LLC ,3614 FORWARD WAY,RALEIGH NC 27614-7627,,1540103,1759804047
CHURCH,1991,7280.0,3420 BARWELL RD,,27610,WALNUT CREEK CONGREGATION OF JEHOVAH'S WITNESSES R ,3420 BARWELL RD,RALEIGH NC 27610-6002,,1040109,1732238687
MULT TEN,1989,7280.0,128 US 70 HWY E,GARNER,27529,"AWS INVESTMENT GROUP, LLC ",7013 JEFFREY DR,RALEIGH NC 27603-5109,,1495194,1711707720
SCHOOL,2005,7276.0,735 ROCK QUARRY RD,RALEIGH,27610,WILLIAMS GROVE BAPTIST CHURCH INC ,735 ROCK QUARRY RD,RALEIGH NC 27610-3819,,3250660,1713352422
MED OFC GROSS,1992,7274.0,200 KEISLER DR,CARY,27518,"KEMP, MICHAEL L KEMP, DONNA S",203 RUTHERGLEN DR,CARY NC 27511-6432,,1559783,0762546610
OFC GROSS,2003,7260.0,110 FORTUNE WAY,RALEIGH,27617,PROGRESSIVE PLUMBING PROPERTIES LLC ,110 FORTUNE WAY,RALEIGH NC 27617-1907,,1421699,0778319078
OFC GROSS,1987,7254.0,135 N MAIN ST,FUQUAY-VARINA,27526,TOWN OF FUQUAY-VARINA ,134 N MAIN ST,FUQUAY VARINA NC 27526-1934,,1475353,0656983308
MED OFC GROSS,2005,7250.0,2945 NEW BERN AVE,RALEIGH,27610,WEST AND OBRIEN PROPERTIES II LLC ,2945 NEW BERN AVE,RALEIGH NC 27610-1213,,2515608,1724113264
FUNERAL,1993,7242.0,7209 GLENWOOD AVE,RALEIGH,27612,RALEIGH MEMORIAL PARK INC ,7209 GLENWOOD AVE STE 166,RALEIGH NC 27612-7149,,2443030,0786399873
CHURCH,1986,7240.0,1400 VISION DR,APEX,27523,LOURDES MATHA SYRO MALABAR CATHOLIC CHURCH RALEIGH ,1400 VISION DR,APEX NC 27523-6302,,1795845,0732688759
GROUP HM,1993,7230.0,232 HIGH HOUSE RD,CARY,27513,AVENT FERRY APARTMENT LLC ,305 PERRY CREEK DR,CHAPEL HILL NC 27514-5233,,902894,0754709358
OFC GROSS,1996,7222.0,407 N JUDD PKWY NE,FUQUAY-VARINA,27526,K W MEDLIN PROPERTIES LLC ,407 N JUDD PKWY NE,FUQUAY VARINA NC 27526-2374,,1067711,0666592414
MED OFC GROSS,1978,7206.0,4905 PROFESSIONAL CT,RALEIGH,27609,4905 PROFESSIONAL COURT LLC ,HAMILTON MONK INC,8204 CREEDMOOR RD STE 100,RALEIGH NC 27613-1371,1159415,1716547853
FLEX WHSE,1999,7200.0,3621 BASTION LN,RALEIGH,27604,NEESE FAMILY HOLDINGS LLC ,PO BOX 17944,RALEIGH NC 27619-7944,,1175214,1724354963
MULT TEN,1996,7200.0,1806 LAURA DUNCAN RD,APEX,27523,"WHEELER, GINY FOWLER WHEELER, STEPHEN E",7928 SUTTERTON CT,RALEIGH NC 27615-2534,,2351945,0742972264
SNGL TEN,1977,7194.0,6014 DURALEIGH RD,RALEIGH,27612,MIRAE INVESTMENT LLC ,6014 DURALEIGH RD,RALEIGH NC 27612-7172,,1064204,0786582298
VET CLIN,2001,7192.0,2200 N GRASSLAND DR,FUQUAY-VARINA,27526,CORNERSTONE RENT ACCOUNT LLC ,1765 TOWN HOME DR,APEX NC 27502-6690,,2051929,0657687809
SNGL TEN,2004,7192.0,105 BAINES CT,CARY,27511,FG REALTY LLC ,4600 FIELDING DR,RALEIGH NC 27606-4563,,1828439,0763500495
OFC GROSS,1981,7191.0,5821 FALLS OF NEUSE RD,RALEIGH,27609,SOUTHERN BANK AND TRUST COMPANY ,PO BOX 729,MOUNT OLIVE NC 28365-0729,,1789354,1716286728
SNGL TEN,2001,7186.0,1120 N MAIN ST,FUQUAY-VARINA,27526,AUTOZONE TEXAS LP ,DEPT 8088,PO BOX 2198,MEMPHIS TN 38101-2198,1940296,0667403254
CHURCH,1982,7183.0,5408 TRYON RD,,27606,HOLY TRANSFIGURATION ORTHODOX CHURCH INC OF THE DI ,3491 PLEASANT GROVE CHURCH RD,MORRISVILLE NC 27560-8960,,1254317,0772979115
FIRE STA,1980,7182.0,990 VANDORA SPRINGS RD,GARNER,27529,RESCUE EXTRICATION & DELIVERY SPECIALISTS INC ,PO BOX 483,GARNER NC 27529-0483,,573024,1711131092
VET CLIN,2002,7150.0,5725 GLENWOOD AVE,RALEIGH,27612,SWANLAKE HOLDINGS LLC ,8201 DAVISHIRE DR,RALEIGH NC 27615-1878,,1815752,0786957123
OFC GROSS,1984,7150.0,307 S SALEM ST,APEX,27502,515 PROPERTIES LLC ,307 S SALEM ST,APEX NC 27502-1845,,987863,0741395848
SNGL TEN,2004,7140.0,10620 DURANT RD,RALEIGH,27614,ADVANCE STORES COMPANY INC ,LEGAL DEPARTMENT,5673 AIRPORT RD NW,ROANOKE VA 24012-1119,1744650,1728058072
FLEX WHSE,1985,7134.0,6301 ANGUS DR,RALEIGH,27617,ANGUS DRIVE ACQUISITION LLC ,1001 WADE AVE STE 300,RALEIGH NC 27605-3323,,1204576,0778213932
SNGL TEN,2005,7115.0,650 N MAIN ST,HOLLY SPRINGS,27540,HOLLY SPRINGS AA LLC ,PALM ASSOCIATES,PO BOX 2008,VIRGINIA BEACH VA 23450-2008,2045620,0649869149
MULT TEN,2005,7102.0,4904 ATLANTIC AVE,RALEIGH,27616,HOLLY PARK LLC ,PO BOX 99611,RALEIGH NC 27624-9611,,1288411,1716845811
OFC GROSS,1993,7098.0,307 N ACADEMY ST,CARY,27513,"CARY CHAMBER OF COMMERCE INC TURNER, WM M",307 N ACADEMY ST,CARY NC 27513-4539,,1379439,0764426264
MED OFC GROSS,1978,7096.0,217 W MILLBROOK RD,RALEIGH,27609,COLONY PROFESSIONAL CENTER LLC ,217 W MILLBROOK RD,RALEIGH NC 27609-4376,,1224080,1706563587
CHURCH,1998,7084.0,2967 BENSON RD,,27529,CDE CAPITAL LLC ,105 MEADOWBROOK CT,BENSON NC 27504-9042,,1600842,1619407373
MULT TEN,1978,7080.0,101 REED ST,CARY,27511,DOGWOOD ASSET MANAGEMENT CO REED STREET LLC ,199 FOREST CREEK TRL,ROXBORO NC 27574-5307,,1738976,0774023529
SNGL TEN,1979,7078.0,911 KILDAIRE FARM RD,CARY,27511,"BETTS, RALPH L JR ",911 KILDAIRE FARM RD,CARY NC 27511-3922,,2292807,0763468480
SNGL TEN,1984,7064.0,101 BAINES CT,CARY,27511,PRECISION REALTY LLC ,101 BAINES CT,CARY NC 27511-6625,,1586374,0763500796
SNGL TEN,2004,7056.0,420 W GANNON AVE,ZEBULON,27597,RICH FINANCIAL LLC ,1468 CAROLINA AVE,WASHINGTON NC 27889-3314,,1149277,2705045502
SNGL TEN,1994,7056.0,7139 KNIGHTDALE BLVD,KNIGHTDALE,27545,7139 KNIGHTDALE LLC ,2950 SW 27TH AVE STE 300,MIAMI FL 33133-3793,,1861403,1754154977
MULT TEN,1998,7038.0,203 E WHITAKER MILL RD,RALEIGH,27608,WHITAKER CENTRE LLC ,PO BOX 32269,RALEIGH NC 27622-2269,,2179709,1704780832
DAY CARE,1988,7028.0,203 GREGSON DR,CARY,27511,ROBIOUS ROAD HOLDINGS LLC ,8506 OCEAN FRONT AVE,VIRGINIA BEACH VA 23451-1841,,2345884,0752831420
MED OFC GROSS,2004,7027.0,619 W CHATHAM ST,APEX,27502,PJML LLC ,619 W CHATHAM ST,APEX NC 27502-1415,,1834415,0742123155
DAY CARE,1991,7018.0,101 OCEANA PL,CARY,27513,JTF INVESTMENTS LLC ,5307 WAYNE RD,GREENSBORO NC 27407-7319,,1843000,0753658459
MED OFC GROSS,1978,7012.0,5925 FALLS OF NEUSE RD,RALEIGH,27609,W&D ASSETS LLC ,5925 FALLS OF NEUSE RD,RALEIGH NC 27609-4045,,1811921,1716294307
DAY CARE,1998,7011.0,932 HEATHER PARK DR,GARNER,27529,RUBYCO HOLDINGS LLC ,IREA,16501 VENTURA BLVD STE 448,ENCINO CA 91436-2068,1605145,1710461962
FLEX WHSE,1986,7008.0,527 E CHATHAM ST,CARY,27511,527 CHATHAM LLC ,PO BAX 12757,RALEIGH NC 27605,,1131323,0764834027
SNGL TEN,2004,6964.0,6413 FALLS OF NEUSE RD,RALEIGH,27615,TRIPPS ASSOCIATES OF RALEIGH ,DEPT 8088,PO BOX 2198,MEMPHIS TN 38101-2198,1935363,1717129049
SNGL TEN,2005,6964.0,4401 NEW BERN AVE,RALEIGH,27610,NEW BERN STATION LLC ,THE PHILLIPS EDISON GROUP LLC,11501 NORTHLAKE DR,CINCINNATI OH 45249-1669,1998608,1724968035
SNGL TEN,2004,6961.0,1100 E WILLIAMS ST,APEX,27502,SUKARMEE LLC ,2012 CASTLEBURG DR,APEX NC 27523-5145,,2102353,0741672067
CHURCH,1977,6960.0,2410 CREECH RD,RALEIGH,27610,FIRST CONGREGATION CHURCH OF RALEIGH ,2410 CREECH RD,RALEIGH NC 27610-5016,,1063968,1712663235
DAY CARE,1989,6944.0,1420 HEDINGHAM BLVD,RALEIGH,27604,SHELBY CHARLES ROAD PTNRP ,927 MILITARY AVE,BAXTER SPRINGS KS 66713-1544,,1389336,1734167210
SNGL TEN,2003,6936.0,2117 S MAIN ST,WAKE FOREST,27587,BILTMORE HOLDINGS LLC ,275 S BENNETT ST,SOUTHERN PINES NC 28387-5453,,1554237,1830707250
MED OFC GROSS,1979,6936.0,1200 NAVAHO DR,RALEIGH,27609,CHAUCER INVESTMENTS LLC ,3111 GLENWOOD AVE,RALEIGH NC 27612-5006,,1729511,1715265097
SNGL TEN,2002,6936.0,1757 W WILLIAMS ST,APEX,27523,EVERGREEN INVESTMENTS EAST LLC WELLINGHAM LLC,PO BOX 123,GREENVILLE NC 27835-0123,,1800771,0733615075
CHURCH,1992,6910.0,6317 SUNSET LAKE RD,FUQUAY-VARINA,27526,AINOOR ISLAMIC CENTER ,2220 JONES FRANKLIN RD,RALEIGH NC 27606-4028,,1538696,0668457392
OFC GROSS,1989,6900.0,1002 VANDORA SPRINGS RD,GARNER,27529,PRPX PROPERTIES LLC ,4012 PINEY GAP DR,CARY NC 27519-7507,,978980,1711120519
DAY CARE,1996,6886.0,101 ARBOR CREEK DR,HOLLY SPRINGS,27540,CMN1970 LLC ,101 ARBOR CREEK DR,HOLLY SPRINGS NC 27540-9360,,2196507,0740907637
DAY CARE,1987,6882.0,1000 LAWNDALE ST,GARNER,27529,C P HOLDER I LLC ,PO BOX 2086,GARNER NC 27529-2086,,1432860,1710485810
SCHOOL,1994,6882.0,1214 E LENOIR ST,RALEIGH,27610,SURA ENTERPRISES LLC ,1214 E LENOIR ST,RALEIGH NC 27610-3326,,2072588,1713265192
FIRE STA,1996,6880.0,15633 NEW LIGHT RD,,27587,STONY HILL RURAL FIRE DEPT INC ,7045 STONY HILL RD,WAKE FOREST NC 27587-7341,,1120973,1803514988
FIRE STA,2003,6873.0,5916 BUFFALOE RD,RALEIGH,27616,RALEIGH CITY OF ,PO BOX 590,RALEIGH NC 27602-0590,,1448725,1736519358
DAY CARE,1996,6858.0,470 W WILLIAMS ST,APEX,27502,470 WEST WILLIAMS STREET APEX LLC ,FUNDAMENTAL R/E  INV PARTNERS LLC,111 E WACKER DR STE 1200,CHICAGO IL 60601-4203,2297728,0742114524
CHURCH,2003,6816.0,717 S ARENDELL AVE,,27597,CHURCH OF GOD EASTERN NC STATE OFFICE,PO BOX 100,KENLY NC 27542-0100,,1421333,2705518689
CHURCH,2002,6802.0,2225 AVERSBORO RD,GARNER,27529,FAITH COMMUNITY CHURCH OF GARNER ,2225 AVERSBORO RD,GARNER NC 27529-5005,,1883535,1710224425
MULT TEN,2000,6794.0,7137 KNIGHTDALE BLVD,KNIGHTDALE,27545,"KDB OF NC INC ETAL BAUCHMAN, STEPHEN G",PO BOX 36944,CHARLOTTE NC 28236-6944,,2096125,1754153928
MULT TEN,1999,6790.0,6820 GLENWOOD AVE,RALEIGH,27612,6820 GLENWOOD AVE LLC ,1328 RED TWIG RD,APEX NC 27502-4816,,2003718,0786596095
OFC GROSS,1986,6789.0,820 BENSON RD,GARNER,27529,"JONES, JERRY E ",PO BOX 175,GARNER NC 27529-0175,,972361,1710591934
MULT TEN,2005,6777.0,3629 CAPITAL BLVD,RALEIGH,27604,IS CAPITAL LLC ,223 LAKE BRANDT DR,CARY NC 27519-9508,,2073516,1725279513
MED OFC GROSS,1985,6768.0,7800 SIX FORKS RD,RALEIGH,27615,SIX FORKS OFFICE GROUP LLC ,7800 SIX FORKS RD,RALEIGH NC 27615-2980,,1035654,1707478702
MULT TEN,1982,6763.0,201 SHELDEN DR,RALEIGH,27610,NOWELL SENIOR TRUST ,MIKE NOWELL,1301 PLEASANTS RD,WENDELL NC 27591-7366,576347,1702758043
MULT TEN,2002,6744.0,2100 CROSSWAY LN,HOLLY SPRINGS,27540,KARUNJAL LLC ,1036 COZY OAK AVE,CARY NC 27519-8803,,1792626,0649869483
OFC GROSS,1998,6744.0,216 E CHATHAM ST,CARY,27511,216 EAST CHATHAM LLC ,5121 KINGDOM WAY STE 208,RALEIGH NC 27607-6063,,1386355,0764610581
SNGL TEN,1995,6740.0,3802 CAPITAL BLVD,RALEIGH,27604,VICTORIA MANAGEMENT LLC ,8315 SIX FORKS RD STE 203,RALEIGH NC 27615-2103,,1326951,1725384182
OFC GROSS,2000,6728.0,505 N JUDD PKWY NE,FUQUAY-VARINA,27526,FEC BUILDING LLC ,505 N JUDD PKWY NE,FUQUAY VARINA NC 27526-2388,,1063360,0666594836
CHURCH,1984,6712.0,1788 KILDAIRE FARM RD,CARY,27511,THE FELLOWSHIP OF CHRIST ,1788 KILDAIRE FARM RD,CARY NC 27511-6526,,2686425,0762456734
SNGL TEN,2004,6708.0,816 SPRINGFIELD COMMONS DR,RALEIGH,27609,"TAPPOUNI, LOUAY M TAPPOUNI, BAHA L",816 SPRINGFIELD COMMONS DR,RALEIGH NC 27609-8528,,1462781,1717109289
FLEX WHSE,1999,6706.0,2018 S MAIN ST,WAKE FOREST,27587,LLOYD'S OF WAKE FOREST LLC ,PO BOX 638,WAKE FOREST NC 27588-0638,,1081641,1830812178
DAY CARE,1980,6700.0,200 FOREST DR,KNIGHTDALE,27545,KCP RE LLC ,SCHWARTZ KALES ACCOUNTANCY CORP,6310 SAN VICENTE BLVD STE 250,LOS ANGELES CA 90048-5447,1165671,1754468782
OFC GROSS,1997,6696.0,1033 OBERLIN RD,RALEIGH,27605,"CLADKINS, LLC ",1033 OBERLIN RD STE 210,RALEIGH NC 27605-1199,,1279979,1704056661
DAY CARE,1996,6681.0,6601 PLEASANT PINES DR,RALEIGH,27613,OHM PROPERTIES LLC ,1124 GROGANS MILL DR,CARY NC 27519-9472,,1802726,0787418871
OFC GROSS,1984,6674.0,7706 SIX FORKS RD,RALEIGH,27615,EDIEL LLC ,DIANE MAGINNIS,1328 EAGLESON LN,WAKE FOREST NC 27587-5288,1096980,1707478314
VET CLIN,2001,6664.0,1005 PROCURE ST,FUQUAY-VARINA,27526,LIPPS PADFIELD LLC ,1005 PROCURE ST,FUQUAY VARINA NC 27526-2621,,1495996,0666495200
FIRE STA,1976,6664.0,9115 SAULS RD,,27603,TOWN OF GARNER ,900 7TH AVE,GARNER NC 27529-3796,,612376,1608647664
CHURCH,1977,6619.0,1155 EXECUTIVE CIR,CARY,27511,TREE OF LIFE EVANGELICAL LUTHERAN CHURCH ,1155 EXECUTIVE CIR,CARY NC 27511-4526,,1488554,0763530420
MED OFC GROSS,1985,6605.0,2395 KILDAIRE FARM RD,CARY,27518,"COLLINS, LESLIE B COLLINS, ROGER S",2110 OLD SORRELL RD,APEX NC 27539-7441,,1613011,0762603514
CHURCH,1990,6600.0,4519 LAUREL HILLS RD,RALEIGH,27612,LAMBS CHRISTIAN CENTER ,4519 LAUREL HILLS RD,RALEIGH NC 27612-5422,,1440381,0795091356
SNGL TEN,1987,6600.0,3517 CAPITAL BLVD,RALEIGH,27604,BUFFALOE ONE ASSOCIATES LLC ,ATTN:  WILLIAM F SPANG,PO BOX 2065,CHAPEL HILL NC 27515-2065,1525824,1725267864
MED OFC GROSS,1987,6600.0,2001 WESTON PKWY,CARY,27513,PENROSE HOLDINGS LLC ,6012 FARMPOND RD,APEX NC 27523-8214,,1808262,0765674187
CHURCH,1985,6579.0,1120 SAWMILL RD,RALEIGH,27615,AMERICAN LEGION RALEIGH POST 1 INC ,PO BOX 400097,RALEIGH NC 27629,,1897268,0797971952
OFC GROSS,1998,6572.0,5017 MEMORY RD,RALEIGH,27609,JBL HOLDINGS LLC ,1709 PACIFIC DR,RALEIGH NC 27609-8106,,1687336,1716448094
OFC GROSS,1976,6561.0,6330 FALLS OF NEUSE RD,RALEIGH,27615,WCS INVESTMENTS LLC ,7919 BLUE HERON DR W APT 207,WILMINGTON NC 28411-0101,,848309,1717213675
SNGL TEN,1992,6560.0,4209 ATLANTIC AVE,RALEIGH,27604,SPIRIT MASTER FUNDING X LLC ,PM DEPT #16486,11995 EL CAMINO REAL,SAN DIEGO CA 92130-2539,1341723,1716719079
MED OFC GROSS,1993,6540.0,1418 E MILLBROOK RD,RALEIGH,27609,JANUARY PARTNERSHIP LLC ,1418 E MILLBROOK RD,RALEIGH NC 27609-4812,,1466398,1716447581
MULT TEN,1987,6537.0,1624 NORTH MARKET DR,RALEIGH,27609,"WHITE, S MONTGOMERY ",PO BOX 98265,RALEIGH NC 27624-8265,,1070104,1716508964
CHURCH,1995,6522.0,1050 NW MAYNARD RD,CARY,27513,GOOD SHEPHERD UNITED CHURCH OF CHRIST,1050 NW MAYNARD RD,CARY NC 27513-4989,,3061456,0753698488
DAY CARE,1986,6516.0,322 S EAST ST,RALEIGH,27601,Z3 EMPIRE LLC ,133 FAYETTEVILLE ST FL 6,RALEIGH NC 27601-1356,,1554744,1703879522
CHURCH,1975,6510.0,5005 WESTERN BLVD,RALEIGH,27606,CHURCH OF GOD OF PROPHECY ,5005 WESTERN BLVD,RALEIGH NC 27606-1751,,884305,0784612167
DORMTY,1998,6507.0,312 TRYON RD,RALEIGH,27603,CORECIVIC INC ,C/O WEAVER & TIDWELL,2300 N FIELD ST STE 1000,DALLAS TX 75201-2480,1076066,1702511511
OFC GROSS,1996,6500.0,1203 NW MAYNARD RD,CARY,27513,MAYNARD CROSSING OWNER LLC ,SOUNDWATER PROPERTIES,62 LASALLE RD STE 210,WEST HARTFORD CT 06107-2306,2248696,0754601331
OFC GROSS,2000,6480.0,315 E CHATHAM ST,CARY,27511,316 EAST CHATHAM STREET LLC ,315 E CHATHAM ST STE 100,CARY NC 27511-3472,,1044842,0764618925
OFC GROSS,1986,6468.0,4911 DEPARTURE DR,RALEIGH,27616,NORTH CAROLINA MANUFACTURED HOUSING INSTITUTE INC,PO BOX 58648,RALEIGH NC 27658-8648,,664963,1716945340
DAY CARE,1998,6460.0,1801 SPRING FOREST RD,RALEIGH,27615,PITCH LANDING ROAD ASSOCIATES LLC ,3353 HAMPTON RD,RALEIGH NC 27607-3129,,1990486,1717600729
VET CLIN,1997,6442.0,220 HIGH HOUSE RD,CARY,27513,STORE MASTER FUNDING X LLC ,SOUTHERN VETERINARY PARTNERS LLC,800 SHADES CREEK PKWY STE 625,BIRMINGHAM AL 35209-4523,1540973,0754805393
VET CLIN,1982,6435.0,10009 SIX FORKS RD,,27615,"WILSON, STEVEN CRAIG WILSON, PAMELA L",10009 SIX FORKS RD,RALEIGH NC 27615-1636,,898818,1708385556
MED OFC GROSS,1993,6415.0,7205 STONEHENGE DR,RALEIGH,27613,7205 STONEHENGE LLC ,9409 OWLS NEST DR,RALEIGH NC 27613-7526,,1175458,0797475472
OFC GROSS,1988,6412.0,6729 FALLS OF NEUSE RD,RALEIGH,27615,GREEN RIDGE PROPERTIES LLC ,1005 CLOVELLY CT,RALEIGH NC 27614-9490,,1127821,1717133888
SNGL TEN,1977,6400.0,7000 GLENWOOD AVE,RALEIGH,27612,"COX, ROBERT /TR COX, SONJA /TR",865 SE FOXCROSS WAY,PORT ST LUCIE FL 34984-2314,,1129223,0786590512
MULT TEN,1990,6400.0,8107 CREEDMOOR RD,RALEIGH,27613,BRENNAN STATION OUTPARCEL LP LTD PTNRP ,500 N BROADWAY STE 201,JERICHO NY 11753-2122,,2316987,0798414930
MULT TEN,1991,6400.0,100 WRENN DR,CARY,27511,WRENN PLAZA NC LLC ,ZACHARY K FISHER,11010 LAKE GROVE BLVD STE 100-313,MORRISVILLE NC 27560-7391,2404346,0763430477
MED OFC GROSS,1990,6400.0,1408 GARNER STATION BLVD,GARNER,27603,1408 GARNER STATION TIC LLC 1408 GARNER STATION TIC II LLC,141 E 5600 S STE 108,MURRAY UT 84107-8121,,1866307,1701393190
SNGL TEN,1990,6400.0,4044 CAPITAL BLVD,RALEIGH,27604,PBR HOLDINGS LLC ,4713 BROOK TOP CT,RALEIGH NC 27606-3100,,1358812,1725492678
MULT TEN,2000,6382.0,3501 W MILLBROOK RD,RALEIGH,27613,ERWIN DISTRIBUTION CORPORATION ,PO BOX 1971,DURHAM NC 27702-1971,,1832094,0786597264
SNGL TEN,1985,6324.0,1632 NORTH MARKET DR,RALEIGH,27609,HL CATERING COMPANY LLC ,1632 N MARKET DR,RALEIGH NC 27609-2513,,962121,1716509845
CHURCH,1982,6322.0,12000 OLD STAGE RD,,27592,WILLOW SPRING COMMUNITY CHURCH ,PO BOX 224,WILLOW SPRING NC 27592-0224,,834394,0696172429
SCHOOL,1989,6313.0,100 ENDEAVOR WAY,CARY,27513,RALEIGH REGIONAL ASSOCIATION OF REALTORS INC ,111 REALTORS WAY,CARY NC 27513-8616,,1257978,0765773685
ST/OFC/A,2002,6313.0,129 S WHITE ST,WAKE FOREST,27587,HALE PROPERTIES INC ,PO BOX 1437,WAKE FOREST NC 27588-1437,,776956,1841511441
VET CLIN,1997,6298.0,8308 CREEDMOOR RD,RALEIGH,27613,BOWMAN MANAGEMENT LLC ,8308 CREEDMOOR RD,RALEIGH NC 27613-1373,,1577702,0798426867
DAY CARE,1993,6297.0,4204 JACQUELINE LN,RALEIGH,27616,LOVICK BUILDERS INC ,643 WIMBLETON DR,RALEIGH NC 27609-4349,,1568441,1727765154
OFC GROSS,1998,6296.0,503 OBERLIN RD,RALEIGH,27605,WALTER DAVIS ENTERPRISES LLC KMK CREATIONS LLC,503 OBERLIN RD STE 300,RALEIGH NC 27605-1381,,1070315,0794928879
OFC GROSS,2004,6282.0,3207 ROGERS RD,WAKE FOREST,27587,HERITAGE WAKE FOREST PARTNERS LLC ,PO BOX 1093,WAKE FOREST NC 27588-1093,,1401424,1840217193
FLEX WHSE,2000,6274.0,5405 ETTA BURKE CT,RALEIGH,27606,"HAWKINS, KENNETH A ",5309 NEWSTEAD MANOR LN,RALEIGH NC 27606-9515,,1408048,0784411973
OFC GROSS,1999,6269.0,100 WESTON ESTATES WAY,CARY,27513,"WURTSBAUGH HOLDINGS, LLC ",7009 COPPERLEAF PL,CARY NC 27519-1565,,1647897,0755527316
OFC GROSS,1999,6256.0,2621 TELETEC PLZ,,27587,THOMAS CONCRETE OF CAROLINAS INC ,2500 CUMBERLAND PKWY SE STE 200,ATLANTA GA 30339-3922,,2105084,1739304499
MULT TEN,2004,6250.0,106 E VANCE ST,ZEBULON,27597,LITTLE RIVER INVESTMENTS INC ,PARRISH REALTY C/O RENEE BAKER,PO BOX 1128,ZEBULON NC 27597-1128,718980,2705349510
MULT TEN,1990,6250.0,101 DICKENS RD,FUQUAY-VARINA,27526,TRUMP ENGELWOOD PROPERTIES LLC ,6305 PEOPLE RD,HOLLY SPRINGS NC 27540-8815,,1890848,0657690165
OFC GROSS,1999,6231.0,1340 N MAIN ST,FUQUAY-VARINA,27526,J H H ENTERPRISES ,1340 N MAIN ST,FUQUAY VARINA NC 27526-2617,,935566,0667601246
OFC GROSS,2005,6222.0,950 HEATHER PARK DR,GARNER,27529,TRIUNE PROPERTIES LLC ,4189 DIXIE INN RD,WILSON NC 27893-9000,,1027134,1710369925
DAY CARE,1988,6206.0,9325 LEESVILLE RD,RALEIGH,27613,KCP RE LLC ,SCHWARTZ KALES ACCOUNTANCY CORP,6310 SAN VICENTE BLVD STE 250,LOS ANGELES CA 90048-5447,1394545,0788039354
DAY CARE,1991,6195.0,2300 BRIDGEPORT DR,RALEIGH,27615,KCP RE LLC ,SCHWARTZ KALES ACCOUNTANCY CORP,6310 SAN VICENTE BLVD STE 250,LOS ANGELES CA 90048-5447,1474447,0797597101
CHURCH,1987,6193.0,700 OLD APEX RD,CARY,27513,CONGREGATION SHA' AREI SHALOM ,PO BOX 3187,CARY NC 27519-3187,,1578897,0754904875
MED OFC GROSS,1994,6188.0,100 CORNERSTONE DR,CARY,27519,RIGGSBEE INVESTMENT PROPERTIES LLC ,PO BOX 1659,APEX NC 27502-3659,,1686155,0744421392
